TMLOOKUP;Fullname;First Name;Second Name;Nationality;National games;National Goals;Club;Date Joined;Contract Ends;Day of Birth;Month of Birth;Year of Birth;Age;Goalkeeper;Sweeper;Defender;Anchor;Midfield;Support;Attack;Right;Left;Centre;Ability;Potential;Reputation;Adaptability;Aggression;Big Occasion;Character;Consistency;Creativity;Determination;Dirtyness;Dribbling;Flair;Heading;Influence;Inj Prone;Marking;Off The Ball;Pace;Passing;Positioning;Set Pieces;Shooting;Stamina;Strenght;Tackling;Technique;Goalkeeper POS;Sweeper POS;Defender POS;Anchor POS;Midfield POS;Support POS;Attack POS;Right POS;Left POS;Centre POS
Retired134;Albert Andreyev Retired;Albert;Andreyev;Russia;0;0;Retired;;;1;10;1977;26;0;0;0;0;0;1;2;0;1;2;140;0;120;0;8;4;4;12;12;8;4;12;10;10;10;11;10;0;0;10;9;10;8;12;0;8;13;0;0;0;0;0;0;2;0;0;2
Retired135;Alexander Borodjuk Retired;Alexander;Borodjuk;Russia;15;0;Retired;;;30;11;1962;33;0;0;0;0;1;0;0;0;0;1;144;0;126;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Retired136;Valeri Broshin Retired;Valeri;Broshin;Russia;0;0;Retired;;;1;9;1968;26;0;0;0;2;2;2;0;2;0;0;153;0;135;0;15;9;14;13;14;13;10;11;12;8;11;16;16;0;18;12;11;9;9;17;0;13;12;0;0;0;2;2;2;0;2;0;0
Retired137;Mikhail Markhel Retired;Mikhail;Markhel;Russia;0;0;Retired;;;1;7;1978;25;0;0;0;0;0;2;2;0;2;2;146;0;121;0;13;10;17;10;11;9;9;14;13;6;8;4;8;0;0;10;9;10;10;13;0;6;14;0;0;0;0;0;2;2;0;2;2
Retired138;Viktor Panchenko Retired;Viktor;Panchenko;Russia;0;0;Retired;;;1;1;#VALUE!;26;0;0;0;0;0;2;2;1;0;2;138;0;120;0;6;1;9;13;16;13;2;12;11;10;9;13;8;0;0;9;7;11;8;17;0;6;11;0;0;0;0;0;2;2;0;0;2
Retired139;Aleksandr Podshivalov Retired;Aleksandr;Podshivalov;Russia;0;0;Retired;;;1;10;1977;32;2;0;0;0;0;0;0;0;0;0;142;0;107;0;10;9;13;6;9;8;9;1;1;11;12;10;5;0;0;7;9;1;1;12;0;13;3;2;0;0;0;0;0;0;0;0;0
Retired14;Carsten Birkedal Retired;Carsten;Birkedal;Denmark;0;0;Retired;;;21;4;1970;;0;0;2;0;0;0;0;0;2;2;88;119;0;9;12;8;8;8;10;9;9;8;9;12;8;0;12;9;15;9;10;10;7;12;10;11;10;0;0;2;0;0;0;0;0;2;2
Retired140;Roy Aitken Retired;Roy;Aitken;Scotland;57;1;Retired;;;24;11;1958;37;0;1;2;2;2;0;0;0;0;2;94;138;79;14;16;15;0;14;4;18;12;1;1;7;20;13;10;6;0;11;14;7;4;7;14;20;5;0;0;2;2;2;0;0;0;0;2
Retired141;Steve Archibald Retired;Steve;Archibald;Scotland;27;4;Retired;;;27;9;1956;;0;0;0;0;2;0;0;0;0;2;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2
Retired142;Gordon Dalziel Retired;Gordon;Dalziel;Scotland;0;0;Retired;;;16;3;1962;;0;0;0;0;2;2;2;0;0;2;0;0;10;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;2
Retired143;Jim Duffy Retired;Jim;Duffy;Scotland;0;0;Retired;;;27;4;1959;;0;0;2;0;0;0;0;0;0;2;76;84;53;20;17;8;12;11;1;20;12;5;7;17;18;8;13;10;8;5;20;5;3;4;16;20;7;0;0;2;0;0;0;0;0;0;2
Retired144;Ronald Hildersley Retired;Ronald;Hildersley;Scotland;0;0;Retired;;;6;4;1965;;0;0;0;0;2;0;0;0;0;2;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2
Retired145;James Hunter Retired;James;Hunter;Scotland;0;0;Retired;;;20;12;1964;;0;0;1;1;1;0;0;0;0;0;0;0;94;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Retired146;Walter Kidd Retired;Walter;Kidd;Scotland;0;0;Retired;;;10;3;1958;;0;0;2;0;0;0;0;0;0;2;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2
Retired147;Craig Levein Retired;Craig;Levein;Scotland;16;0;Retired;;;22;10;1964;32;0;1;2;1;0;0;0;1;0;2;120;0;97;0;12;8;15;11;8;18;11;9;8;16;14;7;8;0;7;4;9;5;7;17;0;14;8;0;0;2;0;0;0;0;0;0;2
Retired148;Murdo MacLeod Retired;Murdo;MacLeod;Scotland;20;0;Retired;;;24;9;1958;;0;0;0;0;1;0;0;0;0;1;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Retired149;Alex McLeish Retired;Alex;McLeish;Scotland;77;0;Retired;;;21;1;1959;;0;0;2;1;0;0;0;0;0;2;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2
Retired15;Kim Brodersen Retired;Kim;Brodersen;Denmark;0;0;Retired;;;1;5;1967;33;2;0;0;0;0;0;0;0;0;0;93;0;119;0;11;10;17;14;12;17;14;2;1;12;13;11;2;0;0;8;9;1;1;14;0;15;2;2;0;0;0;0;0;0;0;0;0
Retired150;Paul McStay Retired;Paul;McStay;Scotland;76;9;Retired;;;22;10;1964;;0;0;0;1;2;0;0;0;1;2;142;155;135;0;12;6;6;15;10;15;10;16;12;11;11;8;3;0;12;15;10;12;12;14;0;10;14;0;0;0;0;2;0;0;0;0;2
Retired151;Alan Sneddon Retired;Alan;Sneddon;Scotland;0;0;Retired;;;12;3;1958;;0;0;2;0;0;0;0;2;1;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0
Retired152;Simon Stainrod Retired;Simon;Stainrod;Scotland;0;0;Retired;;;1;2;1959;;0;0;0;0;0;1;1;0;0;0;80;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Retired153;John Wark Retired;John;Wark;Scotland;0;0;Retired;;;4;8;1957;37;0;2;2;2;2;0;0;0;0;2;10;10;60;18;17;0;4;17;2;19;17;2;9;19;18;13;18;16;11;13;20;19;13;2;20;18;8;0;2;2;2;2;0;0;0;0;2
Retired154;Eduardo Abadal Retired;Eduardo;Abadal;Spain;0;0;Retired;07-01-1900;;21;8;1967;;2;0;0;0;0;0;0;0;0;0;100;115;62;13;11;11;8;15;0;9;4;0;0;11;9;10;0;0;15;13;11;0;0;5;13;14;8;2;0;0;0;0;0;0;0;0;0
Retired155;Genar Andrin£a Retired;Genar;Andrin£a;Spain;28;2;Retired;;;9;9;1964;;0;2;2;0;0;0;0;0;0;2;140;160;127;13;8;13;12;9;18;15;16;13;9;12;18;4;16;18;7;15;19;6;9;11;14;16;11;0;2;2;0;0;0;0;0;0;2
Retired156;Mariano Angoy Retired;Mariano;Angoy;Spain;0;0;Retired;;;22;5;1966;;2;0;0;0;0;0;0;0;0;0;110;131;77;14;12;11;14;7;0;14;10;0;0;13;19;7;0;0;8;13;15;0;0;13;16;17;13;2;0;0;0;0;0;0;0;0;0
Retired157;Francisco Buyo Retired;Francisco;Buyo;Spain;7;0;Retired;;;13;1;1958;;2;0;0;0;0;0;0;0;0;0;120;175;110;15;15;19;11;9;0;15;18;0;0;20;18;1;0;0;13;18;20;0;0;10;9;17;15;2;0;0;0;0;0;0;0;0;0
Retired158;Andoni Cedr£n Retired;Andoni;Cedr£n;Spain;0;0;Retired;07-01-1900;;5;6;1960;;2;0;0;0;0;0;0;0;0;0;120;170;100;12;11;13;14;10;0;8;7;0;0;18;19;12;0;0;13;7;8;0;0;12;15;10;9;2;0;0;0;0;0;0;0;0;0
Retired159;Peralta Fernando Retired;Peralta;Fernando;Spain;0;0;Retired;07-01-1900;;15;8;1961;;2;0;0;0;0;0;0;0;0;0;123;156;106;11;7;13;16;11;0;13;4;0;0;12;18;14;0;0;12;13;14;0;0;8;13;16;12;2;0;0;0;0;0;0;0;0;0
Retired16;Jens Eliasen Retired;Jens;Eliasen;Denmark;0;0;Retired;;;1;4;1965;;2;0;0;0;0;0;0;0;0;2;83;111;0;9;10;9;8;14;10;12;12;0;0;12;8;0;0;11;6;11;12;12;0;10;12;12;11;2;0;0;0;0;0;0;0;0;2
Retired160;JosÇ Gil Retired;JosÇ;Gil;Spain;0;0;Retired;;;9;10;1960;;0;0;1;1;2;0;0;2;2;0;100;145;77;13;14;17;6;9;20;14;6;13;15;5;12;9;10;15;0;8;10;5;3;6;9;13;17;0;0;0;0;2;0;0;2;2;0
Retired161;Rafael Gordillo Retired;Rafael;Gordillo;Spain;75;3;Retired;;;24;2;1957;;0;0;2;0;0;0;0;2;1;0;78;166;70;14;15;20;5;9;19;12;10;4;20;14;20;1;10;15;19;13;20;10;13;5;11;14;8;0;0;2;0;0;0;0;2;0;0
Retired162;Manuel JimÇnez Retired;Manuel;JimÇnez;Spain;15;0;Retired;07-01-1900;;21;1;1964;;0;0;2;0;0;0;0;0;2;2;113;158;112;10;17;11;16;7;11;17;16;10;8;8;20;6;19;17;9;10;13;6;2;15;16;14;7;0;0;2;0;0;0;0;0;2;2
Retired163;JosÇ Mar°a Lumbreras Retired;JosÇ Mar°a;Lumbreras;Spain;0;0;Retired;;;6;1;1961;;0;0;2;2;2;0;0;0;2;0;90;140;80;11;5;17;13;8;12;13;6;13;11;9;20;13;14;7;15;10;13;7;5;6;10;12;9;0;0;2;2;2;0;0;0;2;0
Retired164;Manuel S†nchez Manolo Retired;Manuel S†nchez;Manolo;Spain;28;0;Retired;;;17;1;1965;;0;0;0;0;0;2;2;0;0;2;95;160;88;13;10;20;17;3;8;6;5;13;16;8;19;20;3;11;13;10;14;12;16;13;13;1;14;0;0;0;0;0;2;2;0;0;2
Retired165;Roberto Sim¢n Marina Retired;Roberto Sim¢n;Marina;Spain;0;0;Retired;;;28;8;1961;;0;0;0;1;2;1;0;0;0;2;70;150;60;15;15;12;16;9;7;13;9;16;19;3;20;13;5;8;11;15;18;3;14;17;14;9;13;0;0;0;0;2;0;0;0;0;2
Retired166;Miguel Gonz†lez M°chel Retired;Miguel Gonz†lez;M°chel;Spain;66;21;Retired;;;23;3;1963;;0;0;0;0;2;1;0;2;0;1;103;188;103;17;7;14;17;11;16;7;12;15;17;5;18;13;5;15;15;20;16;18;15;8;10;2;20;0;0;0;0;2;0;0;2;0;0
Retired167;Miguel Pardeza Retired;Miguel;Pardeza;Spain;5;0;Retired;;;8;2;1965;;0;0;0;0;0;1;2;2;0;0;110;160;94;15;7;14;12;12;15;7;6;15;13;2;13;14;3;12;8;11;6;7;12;9;8;5;14;0;0;0;0;0;0;2;2;0;0
Retired168;Pascual Luna Parra Retired;Pascual Luna;Parra;Spain;0;0;Retired;07-01-1900;;27;2;1963;;0;2;1;2;2;0;0;0;0;2;125;130;108;8;4;14;20;11;7;10;2;11;12;6;20;17;16;10;13;15;16;8;3;17;18;17;6;0;2;0;2;2;0;0;0;0;2
Retired169;Francisco Javier Roncal Retired;Francisco Javier;Roncal;Spain;0;0;Retired;;;10;12;1969;;0;1;2;2;0;0;0;1;1;2;122;145;106;11;17;8;11;6;9;15;16;5;3;15;17;13;18;5;12;10;13;5;5;16;18;16;4;0;0;2;2;0;0;0;0;0;2
Retired17;Kim Eriksen Retired;Kim;Eriksen;Denmark;0;0;Retired;;;9;4;1963;;0;0;2;0;0;0;0;2;0;2;118;147;0;12;9;10;9;16;12;11;11;10;11;12;10;0;13;12;0;10;13;10;10;11;11;13;12;0;0;2;0;0;0;0;2;0;2
Retired170;Ricardo Serna Retired;Ricardo;Serna;Spain;6;0;Retired;;;21;1;1964;;0;2;2;0;0;0;0;0;0;2;66;155;65;12;16;3;8;6;13;13;17;2;11;14;1;9;19;4;9;5;16;16;12;9;11;14;1;0;2;2;0;0;0;0;0;0;2
Retired171;Gonz†lez Tom†s Retired;Gonz†lez;Tom†s;Spain;0;0;Retired;;;3;3;1963;;0;0;0;0;2;1;0;0;0;2;88;144;60;19;6;10;12;7;3;19;18;8;3;5;20;7;13;11;14;17;8;14;11;9;14;3;16;0;0;0;0;2;0;0;0;0;2
Retired172;Re§ones Tom†s Retired;Re§ones;Tom†s;Spain;18;0;Retired;;;9;8;1960;;0;1;2;0;0;0;0;1;0;2;88;135;105;4;20;11;14;8;4;20;20;8;13;15;19;7;14;8;8;14;10;8;6;10;15;15;3;0;0;2;0;0;0;0;0;0;2
Retired173;Juan Antonio L¢pez Toribio Retired;Juan Antonio L¢pez;Toribio;Spain;0;0;Retired;;;13;6;1966;;0;0;2;0;2;0;0;2;0;0;95;133;90;6;8;8;13;7;8;6;5;18;5;7;9;10;9;16;17;8;9;12;7;18;12;8;10;0;0;2;0;2;0;0;2;0;0
Retired174;Joaqu°n Ur°a Retired;Joaqu°n;Ur°a;Spain;0;0;Retired;07-01-1900;;12;2;1965;;0;0;2;0;2;0;0;0;2;0;112;150;100;12;14;11;16;8;10;15;10;7;3;11;17;11;10;13;11;15;12;8;5;11;16;13;13;0;0;2;0;2;0;0;0;2;0
Retired175;Ernesto Valverde Retired;Ernesto;Valverde;Spain;1;0;Retired;;;9;2;1964;;0;0;0;0;0;0;2;2;2;0;105;165;100;13;9;14;11;4;13;7;4;19;16;6;15;16;1;17;15;5;13;8;17;9;6;1;12;0;0;0;0;0;0;2;2;2;0
Retired176; Vicente Retired;;Vicente;Spain;0;0;Retired;;;30;4;1960;;0;0;0;1;2;0;0;1;0;2;100;130;80;14;9;13;7;9;3;19;8;10;13;6;20;19;7;8;9;15;10;14;7;9;7;9;13;0;0;0;0;2;0;0;0;0;2
Retired177;Demirbas Hayrettin Retired;Demirbas;Hayrettin;Turkey;0;0;Retired;;;1;   ;1970;33;2;0;0;0;0;0;0;0;0;0;128;0;98;0;14;5;16;8;8;10;17;3;4;9;11;6;4;0;17;9;8;1;1;12;0;10;6;2;0;0;0;0;0;0;0;0;0
Retired178;Dmitry Tiapushkin Retired;Dmitry;Tiapushkin;Ukraine;0;0;Retired;;;1;1;#VALUE!;31;2;0;0;0;0;0;0;0;0;0;133;0;133;0;7;5;10;20;10;13;8;3;3;10;11;14;3;0;0;9;8;1;1;15;0;10;5;2;0;0;0;0;0;0;0;0;0
Retired179;Ryan Jones Retired;Ryan;Jones;Wales;1;0;Retired;;;23;7;1973;;0;0;0;0;1;0;0;0;0;1;50;-1;40;7;7;0;8;12;5;8;9;5;8;18;8;15;5;8;0;5;9;6;0;0;17;10;3;0;0;0;0;0;0;0;0;0;0
retired18;Michael G?ttsche Retired;Michael;G?ttsche;Denmark;0;0;retired;;;24;5;1965;;0;0;0;0;2;2;2;2;2;2;77;131;0;12;10;7;8;12;10;9;10;10;12;12;9;0;9;9;9;9;10;10;8;9;10;10;10;0;0;0;0;2;2;2;2;2;2
Retired180;Kevin Ratcliffe Retired;Kevin;Ratcliffe;Wales;59;0;Retired;;;12;11;1960;34;0;2;2;0;0;0;0;0;1;2;30;160;17;14;6;18;11;15;6;15;15;1;1;12;20;13;16;2;10;4;20;1;1;7;11;20;3;0;2;2;0;0;0;0;0;0;2
Retired19;Gert Henckell Retired;Gert;Henckell;Denmark;0;0;Retired;;;4;7;1965;;0;0;2;0;0;0;0;2;2;2;58;94;0;11;10;13;10;12;12;10;14;12;10;10;13;0;12;10;9;10;13;10;8;8;9;10;10;0;0;2;0;0;0;0;2;2;2
Retired2;Leo Lainer Retired;Leo;Lainer;Austria;0;0;Retired;;;1;1;#VALUE!;36;0;1;2;1;0;0;0;1;2;0;131;0;123;0;13;6;13;17;8;12;14;7;6;8;14;10;13;0;0;5;9;5;6;12;0;11;7;0;0;2;0;0;0;0;0;2;0
retired20;Stig H?jland Retired;Stig;H?jland;Denmark;0;0;retired;;;10;5;1958;;2;0;0;0;0;0;0;0;0;2;107;156;0;15;12;11;12;12;10;11;9;0;0;11;17;0;0;12;0;10;13;13;0;8;8;12;12;2;0;0;0;0;0;0;0;0;2
Retired21;Morten Jensen Retired;Morten;Jensen;Denmark;0;0;Retired;;;26;12;1964;;0;0;2;2;0;0;0;2;0;2;108;118;0;11;9;10;8;14;8;8;8;9;10;11;9;0;11;9;11;9;10;7;9;9;10;11;10;0;0;2;2;0;0;0;2;0;2
Retired22;Michael J?rgensen Retired;Michael;J?rgensen;Denmark;0;0;Retired;;;30;12;1964;;2;0;0;0;0;0;0;0;0;2;91;124;0;11;10;9;12;12;9;11;11;0;0;10;11;0;0;10;14;9;11;12;0;12;10;11;11;2;0;0;0;0;0;0;0;0;2
Retired23;Simon Karkov Retired;Simon;Karkov;Denmark;0;0;Retired;;;3;8;1976;;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
Retired24;Thomas Kingo Retired;Thomas;Kingo;Denmark;0;0;Retired;;;7;2;1971;;2;0;0;0;0;0;0;0;0;2;85;104;0;9;9;8;9;10;9;10;9;0;0;9;11;0;0;10;2;8;9;10;0;11;10;12;10;2;0;0;0;0;0;0;0;0;2
Retired25;Jacob Kjeldbjerg Retired;Jacob;Kjeldbjerg;Denmark;0;0;Retired;;;21;10;1969;;0;0;2;0;0;0;0;0;0;2;113;130;98;9;12;0;1;14;10;11;4;1;2;19;4;18;16;2;3;4;17;5;5;15;3;16;7;0;0;2;0;0;0;0;0;0;2
Retired26;Per Matthiesen Retired;Per;Matthiesen;Denmark;0;0;Retired;;;1;1;1900;;0;0;0;0;2;2;2;2;2;2;72;92;0;8;10;13;10;4;7;12;10;10;9;8;9;0;10;8;0;8;8;8;10;9;10;11;9;0;0;0;0;2;2;2;2;2;2
Retired27;Sten M?lbye Retired;Sten;M?lbye;Denmark;0;0;Retired;;;6;5;1967;;2;0;0;0;0;0;0;0;0;2;105;131;0;10;11;8;11;14;9;9;11;0;0;12;12;0;0;10;14;8;9;9;0;11;11;10;9;2;0;0;0;0;0;0;0;0;2
Retired28;Flemming Nielsen Retired;Flemming;Nielsen;Denmark;0;0;Retired;;;10;2;1962;;0;0;2;2;0;0;0;0;2;0;94;135;0;9;10;8;9;18;9;7;8;8;8;14;9;0;12;10;0;9;13;8;8;12;10;10;9;0;0;2;2;0;0;0;0;2;0
Retired29;Mogens Nielsen Retired;Mogens;Nielsen;Denmark;0;0;Retired;;;16;7;1967;;0;0;0;0;0;0;2;0;2;2;116;108;0;9;9;12;12;10;10;10;9;9;10;10;9;4;8;12;0;10;13;8;14;13;10;7;12;0;0;0;0;0;0;2;0;2;2
Retired3;Peter Pacult Retired;Peter;Pacult;Austria;0;0;Retired;;;1;0;1974;36;0;0;0;0;0;0;1;0;0;1;131;0;103;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Retired30;Erik Rasmussen Retired;Erik;Rasmussen;Denmark;0;0;Retired;;;24;12;1960;;0;0;0;0;0;0;2;0;0;2;113;124;0;10;9;9;11;8;9;10;13;9;9;13;10;0;9;10;0;9;10;10;10;10;13;11;10;0;0;0;0;0;0;2;0;0;2
retired31;Johnny Spangenberg Retired;Johnny;Spangenberg;Denmark;0;0;retired;;;1;5;1965;;0;2;2;0;0;0;0;2;1;2;86;123;0;9;8;9;7;10;9;9;8;9;10;11;10;0;12;10;14;10;8;9;11;9;8;9;10;0;2;2;0;0;0;0;2;0;2
Retired32;Torben Wydojnik Retired;Torben;Wydojnik;Denmark;0;0;Retired;;;5;12;1965;;0;0;0;2;2;2;0;2;0;0;101;107;0;16;10;12;14;16;10;14;13;10;9;13;14;0;13;10;0;10;14;12;9;8;9;13;12;0;0;0;2;2;2;0;2;0;0
Retired33;Mads ?land Retired;Mads;?land;Denmark;0;0;Retired;;;8;6;1965;;0;0;2;2;2;0;0;2;0;0;94;124;0;8;10;10;13;14;10;13;14;13;10;12;8;0;10;8;14;11;8;8;12;8;10;12;10;0;0;2;2;2;0;0;2;0;0
Retired34;Clive Allen Retired;Clive;Allen;England;5;0;Retired;;;20;5;1961;35;0;0;0;0;0;0;2;0;0;2;30;156;40;15;3;15;0;11;13;13;4;5;10;10;11;14;1;19;0;4;3;8;19;7;10;2;11;0;0;0;0;0;0;2;0;0;2
Retired35;Viv Anderson Retired;Viv;Anderson;England;30;2;Retired;;;29;8;1956;;0;0;2;0;0;0;0;2;0;2;80;150;70;17;16;18;10;16;12;20;11;2;1;16;20;12;10;5;0;5;14;3;6;15;16;16;4;0;0;2;0;0;0;0;2;0;2
Retired36;Ian Baird Retired;Ian;Baird;England;0;0;Retired;;;1;4;1964;32;0;0;0;0;0;0;2;0;0;2;90;90;82;5;13;0;14;17;3;13;16;10;2;6;4;10;10;3;0;6;8;11;1;7;13;8;5;0;0;0;0;0;0;2;0;0;2
Retired37;Gary Bannister Retired;Gary;Bannister;England;0;0;Retired;;;22;7;1960;;0;0;0;0;0;1;1;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Retired38;John Burridge Retired;John;Burridge;England;0;0;Retired;;;3;12;1951;;2;0;0;0;0;0;0;0;0;0;1;110;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
Retired39;Geoff Cooper Retired;Geoff;Cooper;England;0;0;Retired;;;27;12;1960;34;0;0;1;0;0;0;0;0;1;0;50;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Retired4;Rudy Cossey Retired;Rudy;Cossey;Belgium;0;0;Retired;;;2;8;1961;35;0;0;2;0;0;0;0;2;0;2;73;80;24;11;11;10;17;8;16;5;5;7;10;3;2;8;11;9;11;0;12;17;13;3;5;1;2;0;0;2;0;0;0;0;2;0;2
Retired40;Mervyn Day Retired;Mervyn;Day;England;0;0;Retired;;;26;6;1955;;2;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
Retired41;Greg Downs Retired;Greg;Downs;England;0;0;Retired;;;13;12;1958;;0;0;1;0;0;0;0;0;1;1;60;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Retired42;Tony English Retired;Tony;English;England;0;0;Retired;;;19;10;1966;27;0;1;2;2;2;0;0;0;0;2;82;92;44;9;15;18;9;5;13;9;11;6;9;17;11;9;16;8;0;8;8;6;9;14;13;14;6;0;0;2;2;2;0;0;0;0;2
Retired43;Steve Foster Retired;Steve;Foster;England;3;0;Retired;;;24;9;1957;37;0;1;2;2;2;0;0;0;0;2;84;98;56;16;13;13;10;9;2;16;11;2;2;16;20;9;16;1;0;4;19;2;1;5;16;19;3;0;0;2;2;2;0;0;0;0;2
Retired44;Tony Gale Retired;Tony;Gale;England;0;0;Retired;;;19;11;1959;35;0;2;2;0;0;0;0;0;0;2;90;138;70;12;6;0;1;12;11;10;8;2;2;14;17;11;8;7;0;8;10;10;5;15;10;13;8;0;2;2;0;0;0;0;0;0;2
Retired45;Dale Gordon Retired;Dale;Gordon;England;0;0;Retired;;;9;1;1967;28;0;0;0;0;2;2;0;2;0;0;79;140;41;6;8;0;6;5;0;7;7;11;6;5;7;14;1;6;0;7;7;9;6;9;9;7;5;0;0;0;0;2;2;0;2;0;0
Retired46;Adrian Heath Retired;Adrian;Heath;England;0;0;Retired;;;11;1;1961;34;0;0;0;0;2;2;1;0;0;2;80;138;65;14;3;18;2;14;7;20;1;7;6;4;16;13;1;7;0;9;13;4;8;7;4;9;12;0;0;0;0;2;2;0;0;0;2
Retired47;Keith Houchen Retired;Keith;Houchen;England;0;0;Retired;;;25;7;1960;35;0;0;0;0;0;0;2;0;0;2;60;110;40;12;10;0;6;12;9;9;6;8;15;20;19;6;8;14;0;9;10;7;0;4;7;7;8;0;0;0;0;0;0;2;0;0;2
Retired48;John Humphrey Retired;John;Humphrey;England;0;0;Retired;;;31;1;1961;34;0;1;2;0;0;0;0;2;0;0;50;115;30;10;6;0;7;12;9;9;7;7;6;6;10;8;11;7;0;4;17;12;1;12;11;13;10;0;0;2;0;0;0;0;2;0;0
Retired49;Chris Jackson Retired;Chris;Jackson;England;0;0;Retired;;;1;1;#VALUE!;;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2
Retired5;Peter Creve Retired;Peter;Creve;Belgium;0;0;Retired;;;1;8;1971;;0;0;0;0;1;2;0;2;0;0;109;109;100;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0
Retired50;Paul Jewell Retired;Paul;Jewell;England;0;0;Retired;;;28;9;1964;30;0;0;0;0;1;1;2;1;0;2;80;80;50;9;5;0;7;8;10;10;10;13;5;10;11;10;5;12;18;9;10;11;15;9;11;5;9;0;0;0;0;0;0;2;0;0;2
Retired51;Chris Kamara Retired;Chris;Kamara;England;0;0;Retired;;;25;12;1957;37;0;0;1;2;2;0;0;0;0;2;50;119;50;15;14;0;14;8;6;18;15;1;1;10;16;12;7;4;14;7;15;12;5;7;12;13;5;0;0;0;2;2;0;0;0;0;2
Retired52;Kevin Kent Retired;Kevin;Kent;England;0;0;Retired;;;19;3;1965;30;0;0;0;0;2;0;0;2;0;2;88;88;53;5;9;0;11;6;6;9;7;4;8;7;3;19;7;6;0;6;5;5;7;7;11;13;3;0;0;0;0;2;0;0;2;0;2
Retired53;Alvin Martin Retired;Alvin;Martin;England;17;0;Retired;;;29;7;1958;36;0;1;2;0;0;0;0;0;0;2;90;145;85;8;9;0;10;18;7;8;9;6;5;20;20;8;10;3;3;6;12;8;10;16;18;15;2;0;0;2;0;0;0;0;0;0;2
Retired54;Brian McCord Retired;Brian;McCord;England;0;0;Retired;;;24;8;1968;26;0;0;1;0;1;0;0;1;0;1;106;0;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Retired55;Steve McMahon Retired;Steve;McMahon;England;17;0;Retired;;;20;8;1961;;0;0;0;2;2;0;0;0;0;2;80;150;45;16;4;12;19;6;3;5;17;2;9;12;19;10;15;9;8;11;15;16;11;12;14;18;8;0;0;0;2;2;0;0;0;0;2
Retired56;Garry Nelson Retired;Garry;Nelson;England;0;0;Retired;;;16;1;1961;34;0;0;0;0;0;1;2;0;1;2;70;100;42;12;13;16;10;9;13;18;10;7;8;13;19;4;4;15;0;6;12;9;12;8;15;7;8;0;0;0;0;0;0;2;0;0;2
